,name,sku,selling_price,original_price,currency,availability,color,category,source,source_website,breadcrumbs,description,brand,country,average_rating,reviews_count,crawled_at,discount_amount,discount_percent
493,Superstar Shoes,GV7672,72,90,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Originals/Shoes,"Same look. Same vibe. Different materials. The adidas Superstar Shoes have been in a continuous state of evolution since they debuted on the hardwood in the '70s. So it makes sense that as the world's needs change, so does the icon's intention. These shoes alone will not save the planet, and the side of the shoe will tell you exactly that. But they are made with recycled materials, natural and renewable rubber and a synthetic leather upper. And that's a good start.

This product is made with Primegreen, a series of high-performance recycled materials. 70% of upper is recycled content. No virgin polyester.",adidas,USA,4.8,1866,2021-10-23 17:51:30.332414,18,20.0
494,Swift Run X Shoes,H03071,68,85,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Does daily life ever feel like its own fitness routine? As you rush out the door, hustle to the gym or zip through errands around town, these adidas shoes help you keep pace. Soft cushioning and snug mesh support your moves. Sleek black keeps the vibe cool and casual.",adidas,USA,4.6,1254,2021-10-23 17:51:30.414156,17,20.0
495,Swift Run X Shoes,H04305,68,85,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"These adidas Swift Run X Shoes may not be about running anymore, but they are still about speed. Because life isn't slowing down any time soon. Borrowing from different running styles in the adidas archives, they focus on comfort to balance out the daily grind. Lightweight EVA cushioning, a durable rubber outsole and the comfortable textile upper come together to keep you feeling good.",adidas,USA,4.6,1254,2021-10-23 17:51:30.614214,17,20.0
496,Superstar Shoes,FX5570,72,90,USD,instock,Yellow,Shoes,adidas United States,https://www.adidas.com,Originals/Shoes,"Over the last 50 years, the adidas Superstar Shoes have been continuously shaped by the risk takers and game changers who've worn them. Lace into them yourself and use their legacy as a jumping off point. This version adds in pops of color to emphasize the look. Serrated 3-Stripes. Rubber shell toe. The signature markers are all there.",adidas,USA,4.8,1866,2021-10-23 17:51:30.710817,18,20.0
497,Superstar Shoes,GY5793,68,85,USD,instock,Blue,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Worth a double take. A silhouette made famous on the hardwood of the '70s, adidas Superstar Shoes have traveled the world ever since, walking runways and rocking arena stages. At first glance, this version may look just like the original, but if you look closely you'll see hits of metallic gold that gleam from the tongue label to the iconic Trefoil on the heel tab.",adidas,USA,4.8,1866,2021-10-23 17:51:30.795940,17,20.0
498,Superstar Shoes,GZ3704,68,85,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Originals/Shoes,"Dreams of escaping reality? Teleport to a far-flung paradise with the tropical-inspired adidas Superstar – featuring a digitised seaview heel tab and sockliner for those who like their classic 3-Stripe style served with a paper umbrella.  Whether you're cruising around town with your dog or catching some rays on a park bench with a latte, this is a Superstar for every summer situation. Exclusively through adidas.",adidas,USA,4.8,1866,2021-10-23 17:51:30.894957,17,20.0
499,Swift Run X Shoes,H04331,68,85,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"These adidas Swift Run X Shoes may not be about running anymore, but they are still about speed. Because life isn't slowing down any time soon. Borrowing from different running styles in the adidas archives, they focus on comfort to balance out the daily grind. Lightweight EVA cushioning, a durable rubber outsole and the comfortable textile upper come together to keep you feeling good.",adidas,USA,4.5,562,2021-10-23 17:51:30.985364,17,20.0
500,Nizza Platform Mid Shoes,H02700,53,75,USD,instock,Green,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"Chunky, but old-school. Take your vintage style to new heights in a pair of adidas Nizza shoes with a platform outsole. The retro upper looks great with all kinds of denim. And who doesn't appreciate a little extra height?",adidas,USA,4.8,470,2021-10-23 17:51:31.067289,22,29.333333333333332
501,Ultraboost 21 Shoes,FY0377,144,180,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Prototype after prototype. Innovation after innovation. Testing after testing. Meet us in the hot pursuit of the pinnacle harmonization of weight, cushioning, and responsiveness. Ultraboost 21. Say hello to incredible energy return.",adidas,USA,4.6,3900,2021-10-23 17:51:31.158043,36,20.0
502,Runfalcon 2.0 Shoes,FY9623,42,60,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"Put on these adidas shoes, and you're set for a run in the park followed by coffee with friends. With a mesh upper for added breathability, they're meant to deliver comfort all day long. A durable rubber outsole gives you a solid foundation no matter how busy your schedule.",adidas,USA,4.7,540,2021-10-23 17:51:31.773195,18,30.0
503,Swift Run X Shoes,FY5438,60,85,USD,instock,Grey,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Easy does it. Busy week or laid-back weekend, these Swift Run X Shoes are down for whatever you've got in mind. Borrowing elements from heritage adidas runners originally made for the track, this pair gives the look a fresh spin with a snug mesh upper and sleek welded details. Archive style has never been easier.",adidas,USA,4.6,1254,2021-10-23 17:51:31.863148,25,29.411764705882355
504,QT Racer 2.0 Shoes,H00547,52,65,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,Fresh streetwear style meets classic adidas design in these everyday shoes. Run from school to the store with an ultra-soft step powering you through. Get a comfortable ride all day long thanks to the plush Cloudfoam cushioning.,adidas,USA,4.2,452,2021-10-23 17:51:32.047276,13,20.0
505,Superstar Shoes,H05645,68,85,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Originals/Shoes,"Originally made for basketball courts in the '70s. Celebrated by hip hop royalty in the '80s. The adidas Superstar shoe is now a lifestyle staple for streetwear enthusiasts. The world-famous shell toe feature remains, providing style and protection. Just like it did on the B-ball courts back in the day.

Now, whether at a festival or walking in the street you can enjoy yourself without the fear of being stepped on.

The serrated 3-Stripes detail and adidas Superstar box logo adds OG authenticity to your look.",adidas,USA,4.8,1866,2021-10-23 17:51:32.127759,17,20.0
506,Superstar Shoes,GX2537,68,85,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Originals/Shoes,"Clean, classic and decked out in soft leather. Say hello to world-famous '70s style relaunched and ready for today. Spotlight-worthy since they first appeared on the hardwood in the '70s, these adidas Superstar Shoes continue to hold their icon status. This version pays tribute to the legendary sneakers with an iconic rubber shell toe and serrated 3-Stripes that contrast against the smooth upper.",adidas,USA,4.8,1866,2021-10-23 17:51:32.207795,17,20.0
507,Ultraboost 21 Shoes,FY0374,126,180,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,"Prototype after prototype. Innovation after innovation. Testing after testing. Meet us in the hot pursuit of the pinnacle harmonization of weight, cushioning, and responsiveness. Ultraboost 21. Say hello to incredible energy return.",adidas,USA,4.6,3900,2021-10-23 17:51:32.289361,54,30.0
508,QT Racer 2.0 Shoes,H05791,52,65,USD,instock,Grey,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"The shoes your gym bag feels empty without. Whenever there's a chance to squeeze in a run, you'll reach for these adidas running shoes. A streamlined upper with pearlized 3-Stripes rides on a plush Cloudfoam midsole. The miles practically run themselves. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.2,452,2021-10-23 17:51:32.367385,13,20.0
509,Adilette Clogs,GZ5314,41,45,USD,instock,Blue,Shoes,adidas United States,https://www.adidas.com,Swim/Shoes,"Based on the iconic adidas slide, these clogs are as functional as they are comfortable. Whether you're walking to the gym or pool for an early-morning workout or just want to keep the slouchy-casual vibe going all through your day, slip your feet into the contoured footbeds and head for the door.",adidas,USA,4.6,2005,2021-10-23 17:51:32.446174,4,8.88888888888889
510,Runfalcon 2.0 Shoes,GZ7435,36,45,USD,instock,Grey,Shoes,adidas United States,https://www.adidas.com,Kids/Shoes,"Your little one is getting pretty rowdy, so why not let them run? These kids' adidas running shoes are a great starting point for budding athletes. A breathable mesh upper and durable sole will keep them bounding in comfort, whether they're running laps or chasing friends.",adidas,USA,4.6,451,2021-10-23 17:51:32.644883,9,20.0
511,Fluidflow 2.0 Shoes,G58105,64,80,USD,instock,Blue,Shoes,adidas United States,https://www.adidas.com,Men/Shoes,It doesn't really matter whether or not a run is in the cards for the day. An ultra-breathable feel and cushy midsole that energizes give these adidas shoes an edge. Hit the pavement or hit the town. You've got the kicks for whatever unfolds.,adidas,USA,4.6,375,2021-10-23 17:51:32.738440,16,20.0
512,Superstar Shoes,H00128,68,85,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Originals/Shoes,"Originally made for basketball courts in the '70s. Celebrated by hip hop royalty in the '80s. The adidas Superstar shoe is now a lifestyle staple for streetwear enthusiasts. The world-famous shell toe feature remains, providing style and protection. Just like it did on the B-ball courts back in the day.

Now, whether at a festival or walking in the street you can enjoy yourself without the fear of being stepped on.

The serrated 3-Stripes detail and adidas Superstar box logo adds OG authenticity to your look.",adidas,USA,4.8,1866,2021-10-23 17:51:32.820898,17,20.0
513,QT Racer 2.0 Shoes,H00602,52,65,USD,instock,Black,Shoes,adidas United States,https://www.adidas.com,Women/Shoes,"Bring tropical vibes into the concrete jungle. These running-style shoes have zebra-print 3-Stripes to show off your adventurous side. They're everyday shoes with a clean silhouette and plush cushioning to keep you comfortable all around town. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,4.2,452,2021-10-23 17:51:33.297466,13,20.0
514,Runfalcon 2.0 Shoes,GZ7416,40,50,USD,instock,Red,Shoes,adidas United States,https://www.adidas.com,Kids/Shoes,"Shoes for everyday wear, from the halls at school to gym class to running errands with you on the weekend. Whether your kid is new to the track team or just needs to move through the day with confidence, these adidas sneakers deliver. A lightweight feel provides comfort even on the longest days.",adidas,USA,4.6,427,2021-10-23 17:51:33.376632,10,20.0
515,Runfalcon 2.0 Shoes,FY9496,40,50,USD,instock,White,Shoes,adidas United States,https://www.adidas.com,Kids/Shoes,"Shoes for everyday wear, from the halls at school to gym class to running errands with you on the weekend. Whether your kid is new to the track team or just needs to move through the day with confidence, these adidas sneakers deliver. A lightweight feel provides comfort even on the longest days.",adidas,USA,4.6,427,2021-10-23 17:51:33.567925,10,20.0
